"No.","Time","Source","Destination","Protocol","Length","Info"
"583963","9674.814632","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","111","Standard query 0x38d8 AAAA messaging.engagement.office.com"
"583966","9674.835141","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","196","Standard query response 0xb2fb AAAA ocws.officeapps.live.com CNAME prod.ocws1.live.com.akadns.net CNAME asia2.ocws1.live.com.akadns.net AAAA 2603:1046:1400::1"
"583967","9674.835141","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","202","Standard query response 0x0931 A messaging.engagement.office.com CNAME prod-campaignaggregator.omexexternallfb.office.net.akadns.net A 52.111.231.8"
"583968","9674.835141","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","214","Standard query response 0x38d8 AAAA messaging.engagement.office.com CNAME prod-campaignaggregator.omexexternallfb.office.net.akadns.net AAAA 2603:1046:1406:1::40"
"583969","9674.841010","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:38:1::2","DNS","104","Standard query 0x9da6 A ocws.officeapps.live.com"
"583971","9674.871402","2406:7400:38:1::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","184","Standard query response 0x9da6 A ocws.officeapps.live.com CNAME prod.ocws1.live.com.akadns.net CNAME asia2.ocws1.live.com.akadns.net A 52.109.124.191"
"584111","9675.810868","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","112","Standard query 0xd663 A mobile.events.data.microsoft.com"
"584112","9675.810899","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","112","Standard query 0x0d05 AAAA mobile.events.data.microsoft.com"
"584113","9675.813084","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","235","Standard query response 0xd663 A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdcus08.centralus.cloudapp.azure.com A 104.208.16.88"
"584114","9675.813885","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","280","Standard query response 0x0d05 AAAA mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdcus08.centralus.cloudapp.azure.com SOA ns1-201.azure-dns.com"
"584129","9676.547734","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","99","Standard query 0xdbc5 A default.exp-tas.com"
"584130","9676.548440","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","99","Standard query 0xa4ad AAAA default.exp-tas.com"
"584131","9676.563475","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","181","Standard query response 0xdbc5 A default.exp-tas.com CNAME deault-exp-tas-com.e-0014.e-msedge.net CNAME e-0014.e-msedge.net A 13.107.5.93"
"584132","9676.563502","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","222","Standard query response 0xa4ad AAAA default.exp-tas.com CNAME deault-exp-tas-com.e-0014.e-msedge.net CNAME e-0014.e-msedge.net SOA ns1.e-msedge.net"
"584213","9678.758190","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","110","Standard query 0x4aa1 A self.events.data.microsoft.com"
"584214","9678.758499","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","110","Standard query 0x8a27 AAAA self.events.data.microsoft.com"
"584215","9678.760963","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","231","Standard query response 0x4aa1 A self.events.data.microsoft.com CNAME self-events-data.trafficmanager.net CNAME onedscolprdcus01.centralus.cloudapp.azure.com A 52.182.141.63"
"584216","9678.760963","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","276","Standard query response 0x8a27 AAAA self.events.data.microsoft.com CNAME self-events-data.trafficmanager.net CNAME onedscolprdcus01.centralus.cloudapp.azure.com SOA ns1-201.azure-dns.com"
"584261","9683.128935","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","96","Standard query 0x0be8 A www.msftncsi.com"
"584262","9683.129491","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","96","Standard query 0x357b AAAA www.msftncsi.com"
"584263","9683.131164","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","202","Standard query response 0x0be8 A www.msftncsi.com CNAME www.msftncsi.com.edgesuite.net CNAME a1961.g2.akamai.net A 106.51.156.144 A 106.51.156.139"
"584264","9683.131790","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","229","Standard query response 0x357b AAAA www.msftncsi.com CNAME www.msftncsi.com.edgesuite.net CNAME a1961.g2.akamai.net SOA n0g2.akamai.net"
"584361","9685.408669","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:38:1::2","DNS","108","Standard query 0x2f3c AAAA applet-bundles.grammarly.net"
"584362","9685.408903","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:38:1::2","DNS","108","Standard query 0xcf31 A applet-bundles.grammarly.net"
"584363","9685.409121","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:38:1::2","DNS","108","Standard query 0xa1db HTTPS applet-bundles.grammarly.net"
"584364","9685.411451","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:38:1::2","DNS","108","Standard query 0x5eb6 AAAA applet-bundles.grammarly.net"
"584365","9685.411626","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:38:1::2","DNS","108","Standard query 0x74c0 A applet-bundles.grammarly.net"
"584366","9685.437707","2406:7400:38:1::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","193","Standard query response 0xa1db HTTPS applet-bundles.grammarly.net SOA ns-1253.awsdns-28.org"
"584369","9685.446062","2406:7400:38:1::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","193","Standard query response 0x5eb6 AAAA applet-bundles.grammarly.net SOA ns-1253.awsdns-28.org"
"584370","9685.446062","2406:7400:38:1::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","172","Standard query response 0xcf31 A applet-bundles.grammarly.net A 18.161.229.94 A 18.161.229.44 A 18.161.229.112 A 18.161.229.87"
"584371","9685.446062","2406:7400:38:1::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","193","Standard query response 0x2f3c AAAA applet-bundles.grammarly.net SOA ns-1253.awsdns-28.org"
"584372","9685.449788","2406:7400:38:1::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","172","Standard query response 0x74c0 A applet-bundles.grammarly.net A 18.161.229.87 A 18.161.229.94 A 18.161.229.44 A 18.161.229.112"
"584529","9688.978362","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:38:1::2","DNS","108","Standard query 0xec2e AAAA applet-bundles.grammarly.net"
"584530","9688.978552","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:38:1::2","DNS","108","Standard query 0x72d0 A applet-bundles.grammarly.net"
"584532","9689.009766","2406:7400:38:1::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","193","Standard query response 0xec2e AAAA applet-bundles.grammarly.net SOA ns-1253.awsdns-28.org"
"584533","9689.009798","2406:7400:38:1::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","172","Standard query response 0x72d0 A applet-bundles.grammarly.net A 18.161.229.44 A 18.161.229.112 A 18.161.229.87 A 18.161.229.94"
"584549","9691.472597","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","98","Standard query 0xcb5b A uci.cdn.office.net"
"584550","9691.473012","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","98","Standard query 0xef04 AAAA uci.cdn.office.net"
"584551","9691.491142","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","191","Standard query response 0xcb5b A uci.cdn.office.net CNAME uci.cdn.office.net.edgekey.net CNAME e1324.dscd.akamaiedge.net A 23.208.216.41"
"584552","9691.491142","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","231","Standard query response 0xef04 AAAA uci.cdn.office.net CNAME uci.cdn.office.net.edgekey.net CNAME e1324.dscd.akamaiedge.net AAAA 2600:140f:3:1a4::52c AAAA 2600:140f:3:180::52c"
"584696","9704.169980","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:38:1::2","DNS","108","Standard query 0xff73 AAAA applet-bundles.grammarly.net"
"584697","9704.170399","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:38:1::2","DNS","108","Standard query 0xc513 A applet-bundles.grammarly.net"
"584698","9704.203094","2406:7400:38:1::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","172","Standard query response 0xc513 A applet-bundles.grammarly.net A 18.161.229.94 A 18.161.229.44 A 18.161.229.112 A 18.161.229.87"
"584699","9704.205148","2406:7400:38:1::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","193","Standard query response 0xff73 AAAA applet-bundles.grammarly.net SOA ns-1253.awsdns-28.org"
"584762","9707.669358","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","98","Standard query 0x1e80 A capi.grammarly.com"
"584763","9707.669647","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","98","Standard query 0x5d8a AAAA capi.grammarly.com"
"584764","9707.676181","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","226","Standard query response 0x1e80 A capi.grammarly.com A 54.158.151.166 A 3.209.38.60 A 23.22.202.40 A 18.208.19.102 A 52.205.54.242 A 18.211.138.217 A 107.21.30.230 A 184.72.250.154"
"584765","9707.676181","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","176","Standard query response 0x5d8a AAAA capi.grammarly.com SOA ns-283.awsdns-35.com"
"584867","9713.052168","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","99","Standard query 0xd76b AAAA default.exp-tas.com"
"584868","9713.074848","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","222","Standard query response 0xd76b AAAA default.exp-tas.com CNAME deault-exp-tas-com.e-0014.e-msedge.net CNAME e-0014.e-msedge.net SOA ns1.e-msedge.net"
"585255","9727.612135","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","94","Standard query 0x7f5a A assets.msn.com"
"585256","9727.613131","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","94","Standard query 0xa390 AAAA assets.msn.com"
"585257","9727.617537","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","200","Standard query response 0x7f5a A assets.msn.com CNAME assets.msn.com.edgekey.net CNAME e28578.d.akamaiedge.net A 23.202.229.197 A 23.202.229.200"
"585258","9727.617537","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","226","Standard query response 0xa390 AAAA assets.msn.com CNAME assets.msn.com.edgekey.net CNAME e28578.d.akamaiedge.net SOA n0d.akamaiedge.net"
"585326","9732.099046","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","90","Standard query 0x6fa1 A c.pki.goog"
"585327","9732.099238","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","90","Standard query 0x114c AAAA c.pki.goog"
"585328","9732.102053","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","141","Standard query response 0x6fa1 A c.pki.goog CNAME pki-goog.l.google.com A 142.250.77.131"
"585329","9732.102053","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","153","Standard query response 0x114c AAAA c.pki.goog CNAME pki-goog.l.google.com AAAA 2404:6800:4007:817::2003"
"585337","9732.280795","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","94","Standard query 0xf3a8 A x1.c.lencr.org"
"585338","9732.280864","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","94","Standard query 0x2d0c AAAA x1.c.lencr.org"
"585339","9732.283647","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","199","Standard query response 0xf3a8 A x1.c.lencr.org CNAME crl.root-x1.letsencrypt.org.edgekey.net CNAME e8652.dscx.akamaiedge.net A 23.47.251.246"
"585340","9732.284893","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","239","Standard query response 0x2d0c AAAA x1.c.lencr.org CNAME crl.root-x1.letsencrypt.org.edgekey.net CNAME e8652.dscx.akamaiedge.net AAAA 2600:140f:3:11a9::21cc AAAA 2600:140f:3:1199::21cc"
"585349","9732.463496","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","94","Standard query 0xc491 A x2.c.lencr.org"
"585350","9732.463586","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","94","Standard query 0xc572 AAAA x2.c.lencr.org"
"585351","9732.466911","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","199","Standard query response 0xc491 A x2.c.lencr.org CNAME crl.root-x1.letsencrypt.org.edgekey.net CNAME e8652.dscx.akamaiedge.net A 23.47.251.246"
"585352","9732.466911","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","239","Standard query response 0xc572 AAAA x2.c.lencr.org CNAME crl.root-x1.letsencrypt.org.edgekey.net CNAME e8652.dscx.akamaiedge.net AAAA 2600:140f:3:11a9::21cc AAAA 2600:140f:3:1199::21cc"
"585602","9763.427526","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","111","Standard query 0x4581 AAAA teams.events.data.microsoft.com"
"585603","9763.427604","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","111","Standard query 0x006b A teams.events.data.microsoft.com"
"585604","9763.427806","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","111","Standard query 0x7369 HTTPS teams.events.data.microsoft.com"
"585605","9763.432478","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","274","Standard query response 0x4581 AAAA teams.events.data.microsoft.com CNAME teams-events-data.trafficmanager.net CNAME onedscolprdwus15.westus.cloudapp.azure.com SOA ns1-02.azure-dns.com"
"585606","9763.432478","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","230","Standard query response 0x006b A teams.events.data.microsoft.com CNAME teams-events-data.trafficmanager.net CNAME onedscolprdwus15.westus.cloudapp.azure.com A 20.189.173.18"
"585607","9763.432478","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","274","Standard query response 0x7369 HTTPS teams.events.data.microsoft.com CNAME teams-events-data.trafficmanager.net CNAME onedscolprdwus15.westus.cloudapp.azure.com SOA ns1-02.azure-dns.com"
"585656","9768.472739","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:38:1::2","DNS","108","Standard query 0x68c7 AAAA applet-bundles.grammarly.net"
"585657","9768.473135","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:38:1::2","DNS","108","Standard query 0xeb4c A applet-bundles.grammarly.net"
"585658","9768.473189","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:38:1::2","DNS","108","Standard query 0x56b6 HTTPS applet-bundles.grammarly.net"
"585659","9768.478460","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:38:1::2","DNS","108","Standard query 0x1dde AAAA applet-bundles.grammarly.net"
"585660","9768.478809","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:38:1::2","DNS","108","Standard query 0x15c2 A applet-bundles.grammarly.net"
"585661","9768.498662","2406:7400:38:1::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","172","Standard query response 0xeb4c A applet-bundles.grammarly.net A 18.161.229.87 A 18.161.229.112 A 18.161.229.94 A 18.161.229.44"
"585662","9768.501750","2406:7400:38:1::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","193","Standard query response 0x56b6 HTTPS applet-bundles.grammarly.net SOA ns-1253.awsdns-28.org"
"585663","9768.501750","2406:7400:38:1::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","193","Standard query response 0x68c7 AAAA applet-bundles.grammarly.net SOA ns-1253.awsdns-28.org"
"585664","9768.507227","2406:7400:38:1::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","193","Standard query response 0x1dde AAAA applet-bundles.grammarly.net SOA ns-1253.awsdns-28.org"
"585665","9768.513478","2406:7400:38:1::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","172","Standard query response 0x15c2 A applet-bundles.grammarly.net A 18.161.229.94 A 18.161.229.44 A 18.161.229.87 A 18.161.229.112"
"585744","9773.751072","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:38:1::2","DNS","108","Standard query 0xb919 AAAA applet-bundles.grammarly.net"
"585745","9773.751466","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:38:1::2","DNS","108","Standard query 0xc859 A applet-bundles.grammarly.net"
"585746","9773.780724","2406:7400:38:1::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","193","Standard query response 0xb919 AAAA applet-bundles.grammarly.net SOA ns-1253.awsdns-28.org"
"585747","9773.789405","2406:7400:38:1::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","172","Standard query response 0xc859 A applet-bundles.grammarly.net A 18.161.229.87 A 18.161.229.44 A 18.161.229.94 A 18.161.229.112"
"585804","9777.625928","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","100","Standard query 0x9bd4 AAAA substrate.office.com"
"585805","9777.626220","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","100","Standard query 0xbb95 A substrate.office.com"
"585806","9777.626518","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","100","Standard query 0x865d HTTPS substrate.office.com"
"585807","9777.628860","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","382","Standard query response 0x9bd4 AAAA substrate.office.com CNAME outlook.office365.com CNAME ooc-g2.tm-4.office.com AAAA 2603:1046:700:70::2 AAAA 2603:1046:c06:896::2 AAAA 2603:1046:700:5c::2 AAAA 2603:1046:c06:8a0::2 AAAA 2603:1046:c06:897::2 AAAA 2603:1046:700:48::2 AAAA 2603:1046:c06:d::2 AAAA 2603:1046:c06:803::2"
"585808","9777.628860","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","286","Standard query response 0xbb95 A substrate.office.com CNAME outlook.office365.com CNAME ooc-g2.tm-4.office.com A 40.99.8.226 A 52.98.87.242 A 52.98.86.162 A 40.99.34.226 A 40.99.34.210 A 40.99.34.162 A 40.99.71.210 A 40.99.34.194"
"585809","9777.629813","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","241","Standard query response 0x865d HTTPS substrate.office.com CNAME outlook.office365.com CNAME ooc-g2.tm-4.office.com SOA ns1-34.azure-dns.com"
"585864","9784.708871","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","112","Standard query 0xeb11 AAAA mobile.events.data.microsoft.com"
"585865","9784.709033","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","112","Standard query 0x6c6a A mobile.events.data.microsoft.com"
"585866","9784.709312","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","112","Standard query 0x7126 HTTPS mobile.events.data.microsoft.com"
"585867","9784.729812","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","277","Standard query response 0xeb11 AAAA mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdeus12.eastus.cloudapp.azure.com SOA ns1-201.azure-dns.com"
"585868","9784.729812","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","232","Standard query response 0x6c6a A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdeus12.eastus.cloudapp.azure.com A 20.42.73.27"
